Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,,,,,,
70,"Hua Peng, Wu-Shao Wen, Ming-Lang Tseng, Ling-Ling Li",Joint optimization method for task scheduling time and energy consumption in mobile cloud computing environment,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619302182,,67,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.04.027,1568-4946,,80,,534,545,70,14,18,4,5,,,,,,,,,
56,"Xue-Lei Jing, Quan-Ke Pan, Liang Gao, Yu-Long Wang",An effective Iterated Greedy algorithm for the distributed permutation flowshop scheduling with due windows,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620305676,,68,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106629,1568-4946,,96,,106629,106629,56,14,14,4,4,,,,,,,,,
69,"Feng Zhou, Qun Zhang, Didier Sornette, Liu Jiang",Cascading logistic regression onto gradient boosted decision trees for forecasting and trading stock indices,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619305289,,69,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105747,1568-4946,,84,,105747,105747,69,13.8,17,4,5,,,,,,,,,
55,"Yijie Ding, Jijun Tang, Fei Guo",Human protein subcellular localization identification via fuzzy model on Kernelized Neighborhood Representation,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620305342,,70,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106596,1568-4946,,96,,106596,106596,55,13.75,18,3,4,,,,,,,,,
68,"Ling-Ling Li, Zhi-Feng Liu, Ming-Lang Tseng, Anthony S.F. Chiu",Enhancing the Lithium-ion battery life predictability using a hybrid method,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618305714,,71,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.10.014,1568-4946,,74,,110,121,68,13.6,17,4,5,,,,,,,,,
27,"Linfei Yin, Zhixiang Sun",Distributed multi-objective grey wolf optimizer for distributed multi-objective economic dispatch of multi-area interconnected power systems,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621011297,,72,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.108345,1568-4946,,117,,108345,108345,27,13.5,14,2,2,,,,,,,,,
54,"Qian Li, San-Yang Liu, Xin-She Yang",Influence of initialization on the performance of metaheuristic optimizers,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620301332,,73,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106193,1568-4946,,91,,106193,106193,54,13.5,18,3,4,,,,,,,,,
40,"Qinghua Gu, Yinxin Chang, Naixue Xiong, Lu Chen",Forecasting Nickel futures price based on the empirical wavelet transform and gradient boosting decision trees,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621003951,,74,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107472,1568-4946,,109,,107472,107472,40,13.33,10,4,3,,,,,,,,,
40,"Xiaobing Yu, Chenliang Li, Gary G. Yen",A knee-guided differential evolution algorithm for unmanned aerial vehicle path planning in disaster management,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462030795X,,75,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106857,1568-4946,,98,,106857,106857,40,13.33,13,3,3,,,,,,,,,
53,"Kunyuan Deng, Xiaoyong Zhang, Yijun Cheng, Zhiyong Zheng, Fu Jiang, Weirong Liu, Jun Peng",A remaining useful life prediction method with long-short term feature processing for aircraft engines,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620302842,,76,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106344,1568-4946,,93,,106344,106344,53,13.25,8,7,4,,,,,,,,,
66,"Farhad Pourpanah, Yuhui Shi, Chee Peng Lim, Qi Hao, Choo Jun Tan",Feature selection based on brain storm optimization for data classification,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619302297,,77,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.04.037,1568-4946,,80,,761,775,66,13.2,13,5,5,,,,,,,,,
65,Deyu Tang,Spherical evolution for solving continuous optimization problems,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619302698,,78,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105499,1568-4946,,81,,105499,105499,65,13,65,1,5,,,,,,,,,
39,"Shuang An, Qinghua Hu, Changzhong Wang",Probability granular distance-based fuzzy rough set model,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620310024,,79,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.107064,1568-4946,,102,,107064,107064,39,13,13,3,3,,,,,,,,,
13,"Minghao Wang, Yongjie Ma",A differential evolution algorithm based on accompanying population and piecewise evolution strategy,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623004088,,80,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110390,1568-4946,,143,,110390,110390,13,13,7,2,1,,,,,,,,,
39,"Chengli Zheng, Wen-Ze Wu, Wanli Xie, Qi Li",A MFO-based conformable fractional nonhomogeneous grey Bernoulli model for natural gas production and consumption forecasting,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620308292,,81,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106891,1568-4946,,99,,106891,106891,39,13,10,4,3,,,,,,,,,
38,"Kai Zhang, Minshi Chen, Xin Xu, Gary G. Yen",Multi-objective evolution strategy for multimodal multi-objective optimization,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620309431,,82,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.107004,1568-4946,,101,,107004,107004,38,12.67,10,4,3,,,,,,,,,
38,"Chunlu Wang, Congcong Guo, Xingquan Zuo",Solving multi-depot electric vehicle scheduling problem by column generation and genetic algorithm,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621006955,,83,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107774,1568-4946,,112,,107774,107774,38,12.67,13,3,3,,,,,,,,,
38,"Qingmei Zhang, Peishun Liu, Xue Wang, Yaqun Zhang, Yu Han, Bin Yu",StackPDB: Predicting DNA-binding proteins based on XGB-RFE feature optimization and stacked ensemble classifier,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620308590,,84,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106921,1568-4946,,99,,106921,106921,38,12.67,6,6,3,,,,,,,,,
63,"Jingfa Liu, Jun Liu",Applying multi-objective ant colony optimization algorithm for solving the unequal area facility layout problems,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618305696,,85,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.10.012,1568-4946,,74,,167,189,63,12.6,32,2,5,,,,,,,,,
25,"Jianwei Dong, Yumin Chen, Bingyu Yao, Xiao Zhang, Nianfeng Zeng",A neural network boosting regression model based on XGBoost,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622003659,,86,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109067,1568-4946,,125,,109067,109067,25,12.5,5,5,2,,,,,,,,,
37,"Sheng Hong, Yining Zeng",A health assessment framework of lithium-ion batteries for cyber defense,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462031005X,,87,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.107067,1568-4946,,101,,107067,107067,37,12.33,19,2,3,,,,,,,,,
37,"Jiangxiong Fang, Huaxiang Liu, Jun Liu, Haiying Zhou, Liting Zhang, Hesheng Liu",Fuzzy region-based active contour driven by global and local fitting energy for image segmentation,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620309212,,88,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106982,1568-4946,,100,,106982,106982,37,12.33,6,6,3,,,,,,,,,
49,"Şaban Öztürk, Rehan Ahmad, Nadeem Akhtar",Variants of Artificial Bee Colony algorithm and its applications in medical image processing,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620307377,,89,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106799,1568-4946,,97,,106799,106799,49,12.25,16,3,4,,,,,,,,,
24,"Zhizheng Liang, Lei Zhang",Intuitionistic fuzzy twin support vector machines with the insensitive pinball loss,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621010632,,90,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.108231,1568-4946,,115,,108231,108231,24,12,12,2,2,,,,,,,,,
12,"Jianguo Miao, Congying Deng, Heng Zhang, Qiang Miao",Interactive channel attention for rotating component fault detection with strong noise and limited data,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623001898,,91,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110171,1568-4946,,138,,110171,110171,12,12,3,4,1,,,,,,,,,
12,"Hong-Bo Song, You-Hong Yang, Jian Lin, Jing-Xuan Ye",An effective hyper heuristic-based memetic algorithm for the distributed assembly permutation flow-shop scheduling problem,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623000406,,92,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110022,1568-4946,,135,,110022,110022,12,12,3,4,1,,,,,,,,,
35,"Tong Wu, Xinwang Liu, Jindong Qin, Francisco Herrera",An interval type-2 fuzzy Kano-prospect-TOPSIS based QFD model: Application to Chinese e-commerce service design,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462100586X,,93,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107665,1568-4946,,111,,107665,107665,35,11.67,9,4,3,,,,,,,,,
57,"Rui Wang, Jiyang Wang, Yunzhen Xu",A novel combined model based on hybrid optimization algorithm for electrical load forecasting,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849461930328X,,94,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105548,1568-4946,,82,,105548,105548,57,11.4,19,3,5,,,,,,,,,
34,"Dawid Połap, Marcin Woźniak",Meta-heuristic as manager in federated learning approaches for image processing purposes,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621007948,,95,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107872,1568-4946,,113,,107872,107872,34,11.33,17,2,3,,,,,,,,,
34,"Yao Huang, Xiao-Ning Shen, Xuan You",A discrete shuffled frog-leaping algorithm based on heuristic information for traveling salesman problem,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621000089,,96,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107085,1568-4946,,102,,107085,107085,34,11.33,11,3,3,,,,,,,,,
34,"Yaping Fu, Hui Xiao, Loo Hay Lee, Min Huang",Stochastic optimization using grey wolf optimization with optimal computing budget allocation,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621000776,,97,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107154,1568-4946,,103,,107154,107154,34,11.33,9,4,3,,,,,,,,,
45,"Wen Ding, Fanyong Meng",Point and interval forecasting for wind speed based on linear component extraction,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620302908,,98,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106350,1568-4946,,93,,106350,106350,45,11.25,23,2,4,,,,,,,,,
45,"Wenhong Wei, Shuo Chen, Qiuzhen Lin, Junkai Ji, Jianyong Chen",A multi-objective immune algorithm for intrusion feature selection,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620304610,,99,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106522,1568-4946,,95,,106522,106522,45,11.25,9,5,4,,,,,,,,,
45,"Wenhong Wei, Shuo Chen, Qiuzhen Lin, Junkai Ji, Jianyong Chen",A multi-objective immune algorithm for intrusion feature selection,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620304610,,100,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106522,1568-4946,,95,,106522,106522,45,11.25,9,5,4,,,,,,,,,
55,"Zafer Al-Makhadmeh, Amr Tolba",Automatic hate speech detection using killer natural language processing optimizing ensemble deep learning approach,2019,Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00607-019-00745-0.pdf,,101,5/14/2024 20:15,journal-article,10.1007/s00607-019-00745-0,0010-485X,,102,2,501,522,55,11,28,2,5,,,,,,,,,
11,"Pengcheng Jiang, Yu Xue, Ferrante Neri",Convolutional neural network pruning based on multi-objective feature map selection for image classification,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623002478,,102,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110229,1568-4946,,139,,110229,110229,11,11,4,3,1,,,,,,,,,
33,"Yongjun Sun, Yu Chen",Multi-population improved whale optimization algorithm for high dimensional optimization,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621007766,,103,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107854,1568-4946,,112,,107854,107854,33,11,17,2,3,,,,,,,,,
33,"Zhuang Ye, Jianbo Yu",Health condition monitoring of machines based on long short-term memory convolutional autoencoder,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621003021,,104,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107379,1568-4946,,107,,107379,107379,33,11,17,2,3,,,,,,,,,
11,"Lingjun Zhao, Huakun Huang, Weizheng Wang, Zibin Zheng",An accurate approach of device-free localization with attention empowered residual network,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623001825,,105,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110164,1568-4946,,137,,110164,110164,11,11,3,4,1,,,,,,,,,
33,"Yun Cao, Kedong Yin, Xuemei Li, Chenchen Zhai",Forecasting CO2 emissions from Chinese marine fleets using multivariable trend interaction grey model,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621001435,,106,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107220,1568-4946,,104,,107220,107220,33,11,8,4,3,,,,,,,,,
54,"Prakash K. Ray, Asit Mohanty",A robust firefly–swarm hybrid optimization for frequency control in wind/PV/FC based microgrid,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619306040,,107,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105823,1568-4946,,85,,105823,105823,54,10.8,27,2,5,,,,,,,,,
43,"Amirreza Jafari, Hamed Ganjeh Ganjehlou, Farzad Baghal Darbandi, Behnam Mohammadi-Ivatloo, Mehdi Abapour",Dynamic and multi-objective reconfiguration of distribution network using a novel hybrid algorithm with parallel processing capability,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620300867,,108,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106146,1568-4946,,90,,106146,106146,43,10.75,9,5,4,,,,,,,,,
53,"Zhaohong Jia, Jianhai Yan, Joseph Y.T. Leung, Kai Li, Huaping Chen",Ant colony optimization algorithm for scheduling jobs with fuzzy processing time on parallel batch machines with different capacities,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618306598,,109,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.11.027,1568-4946,,75,,548,561,53,10.6,11,5,5,,,,,,,,,
53,Kaiping Luo,Enhanced grey wolf optimizer with a model for dynamically estimating the location of the prey,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619300298,,110,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.01.025,1568-4946,,77,,225,235,53,10.6,53,1,5,,,,,,,,,
21,"Julia El Zini, Mariette Awad",On the Explainability of Natural Language Processing Deep Models,2022,ACM Computing Surveys,Association for Computing Machinery (ACM),https://dl.acm.org/doi/pdf/10.1145/3529755,,111,5/14/2024 20:15,journal-article,10.1145/3529755,0360-0300,,55,5,1,31,21,10.5,11,2,2,"Despite their success, deep networks are used as black-box models with outputs that are not easily explainable during the learning and the prediction phases. This lack of interpretability is significantly limiting the adoption of such models in domains where decisions are critical such as the medical and legal fields. Recently, researchers have been interested in developing methods that help explain individual decisions and decipher the hidden representations of machine learning models in general and deep networks specifically. While there has been a recent explosion of work on Explainable Artificial Intelligence (ExAI) on deep models that operate on imagery and tabular data, textual datasets present new challenges to the ExAI community. Such challenges can be attributed to the lack of input structure in textual data, the use of word embeddings that add to the opacity of the models and the difficulty of the visualization of the inner workings of deep models when they are trained on textual data.",,,,,,,,
21,"Zhuang Ye, Jianbo Yu",Multi-level features fusion network-based feature learning for machinery fault diagnosis,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622002691,,112,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.108900,1568-4946,,122,,108900,108900,21,10.5,11,2,2,,,,,,,,,
52,"Fan Li, Xiwen Cai, Liang Gao",Ensemble of surrogates assisted particle swarm optimization of medium scale expensive problems,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618305945,,113,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.10.037,1568-4946,,74,,291,305,52,10.4,17,3,5,,,,,,,,,
31,"Yuxuan Luo, Xizhao Wang, Farhad Pourpanah",Dual VAEGAN: A generative model for generalized zero-shot learning,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621002751,,114,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107352,1568-4946,,107,,107352,107352,31,10.33,10,3,3,,,,,,,,,
31,"Genggeng Liu, Xiaohua Chen, Ruping Zhou, Saijuan Xu, Yeh-Cheng Chen, Guolong Chen",Social learning discrete Particle Swarm Optimization based two-stage X-routing for IC design under Intelligent Edge Computing architecture,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621001381,,115,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107215,1568-4946,,104,,107215,107215,31,10.33,5,6,3,,,,,,,,,
31,"Genggeng Liu, Xiaohua Chen, Ruping Zhou, Saijuan Xu, Yeh-Cheng Chen, Guolong Chen",Social learning discrete Particle Swarm Optimization based two-stage X-routing for IC design under Intelligent Edge Computing architecture,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621001381,,116,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107215,1568-4946,,104,,107215,107215,31,10.33,5,6,3,,,,,,,,,
31,"Zhongbin Sun, Junqi Li, Heli Sun, Liang He",CFPS: Collaborative filtering based source projects selection for cross-project defect prediction,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620308784,,117,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106940,1568-4946,,99,,106940,106940,31,10.33,8,4,3,,,,,,,,,
41,"Ying Huang, Wei Li, Furong Tian, Xiang Meng",A fitness landscape ruggedness multiobjective differential evolution algorithm with a reinforcement learning strategy,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620306311,,118,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106693,1568-4946,,96,,106693,106693,41,10.25,10,4,4,,,,,,,,,
41,"Yongkuan Yang, Jianchang Liu, Shubin Tan",A constrained multi-objective evolutionary algorithm based on decomposition and dynamic constraint-handling mechanism,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620300442,,119,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106104,1568-4946,,89,,106104,106104,41,10.25,14,3,4,,,,,,,,,
10,"Yukyung Lee, Jina Kim, Pilsung Kang",LAnoBERT: System log anomaly detection based on BERT masked language model,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462300707X,,120,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110689,1568-4946,,146,,110689,110689,10,10,3,3,1,,,,,,,,,
